Inches,ScreenResolution,Cpu,Ram,Weight,TouchScreen,HDD,SSD,SSHD,FStorage,2 in 1 Convertible,Gaming,Netbook,Notebook,Ultrabook,Workstation,Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS,LaptopPrice
15.6,4,16,8,2.2,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,102872
15.6,4,15,8,2.36,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,78232
15.6,1,15,8,1.91,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,50952
15.6,1,6,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26312
17.3,3,14,8,3.3,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,55352
15.6,4,16,16,2.2,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,215512
12.0,7,11,8,0.92,0,0,0,0,512,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,112552
15.6,4,16,16,2.2,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,153912
17.3,4,16,16,2.43,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,171511
15.6,4,15,8,2.19,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87912
17.3,4,16,16,2.9,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,171512
11.6,1,10,2,1.3,0,0,32,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15312
17.3,3,14,4,3.3,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,52624
17.3,3,15,8,2.8,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,47432
15.6,4,16,8,2.6,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,111936
14.0,4,16,8,1.2,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101112
15.6,4,16,8,2.3,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,134552
15.6,4,16,8,2.2,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,129898
15.6,4,1,6,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,46552
12.5,4,15,8,1.26,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,150777
15.0,4,14,4,2.08,1,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44792
15.6,1,12,4,2.65,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27192
13.3,13,16,8,1.29,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,129976
15.6,1,15,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45924
15.6,4,16,16,2.6,1,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,90552
15.6,4,16,8,2.2,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,101112
12.5,4,16,16,1.3,1,0,512,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,145200
14.0,4,16,16,1.95,0,0,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,307912
15.6,1,14,8,2.3,1,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,41273
17.3,4,16,16,2.7,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,140624
11.6,1,15,4,1.08,0,0,0,0,256,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,84392
15.6,4,14,4,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,42064
14.0,9,16,8,1.54,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,193441
15.6,1,15,4,2.24,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,64856
15.6,4,16,8,2.3,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,102872
13.3,4,16,16,1.4,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,131912
15.6,4,1,6,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,52586
13.3,4,16,8,1.45,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,112640
15.6,1,14,4,2.4,0,500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,31838
17.3,4,16,16,2.77,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158312
14.0,4,15,4,1.54,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,96799
15.6,4,16,16,2.5,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,140800
14.0,1,15,4,1.6,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,77000
15.6,4,16,16,2.34,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,204600
15.6,4,15,8,2.3,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,50424
13.3,13,15,8,1.24,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,159544
15.6,1,12,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,28512
15.6,1,3,4,1.86,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,35112
15.6,4,14,6,2.4,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,50072
14.0,4,15,8,1.9,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,94336
15.6,1,12,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,39071
15.6,1,10,4,2.0,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29832
17.3,4,16,16,4.0,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,167200
15.6,1,14,4,2.29,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43120
15.6,4,16,8,2.32,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,78760
15.6,4,16,8,2.4,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,108152
14.0,4,15,4,1.8,1,0,128,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73305
13.3,4,11,8,1.2,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,64152
15.6,1,14,6,2.3,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,40392
15.6,1,10,4,2.4,0,500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,25432
15.6,1,10,2,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,33352
15.6,4,16,8,2.6,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,79112
15.6,4,5,6,2.04,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,48399
15.6,1,16,8,2.3,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,70927
11.6,1,10,2,1.17,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18392
15.6,1,16,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,63388
14.0,4,16,4,1.8,1,0,128,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56144
13.3,13,16,16,1.3,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,131912
14.0,1,10,2,1.5,0,0,0,0,64,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20152
15.6,1,16,6,2.19,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,67232
15.6,1,10,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,32472
13.3,4,11,8,1.2,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,64152
15.6,1,14,6,2.3,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,40392
15.6,1,10,4,2.4,0,500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,25432
15.6,1,10,2,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,33352
15.6,4,16,8,2.6,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,79112
15.6,4,5,6,2.04,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,48399
15.6,1,16,8,2.3,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,70927
11.6,1,10,2,1.17,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18392
15.6,1,16,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,63388
14.0,4,16,4,1.8,1,0,128,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56144
13.3,13,16,16,1.3,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,131912
14.0,1,10,2,1.5,0,0,0,0,64,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20152
15.6,1,16,6,2.19,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,67232
15.6,1,10,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,32472
13.3,4,11,8,1.2,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,64152
15.6,1,14,6,2.3,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,40392
15.6,1,10,4,2.4,0,500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,25432
15.6,1,10,2,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,33352
15.6,4,16,8,2.6,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,79112
15.6,4,5,6,2.04,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,48399
15.6,1,16,8,2.3,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,70927
11.6,1,10,2,1.17,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18392
15.6,1,16,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,63388
14.0,4,16,4,1.8,1,0,128,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56144
13.3,13,16,16,1.3,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,131912
14.0,1,10,2,1.5,0,0,0,0,64,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20152
15.6,1,16,6,2.19,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,67232
15.6,1,10,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,32472
